name,timeframe,sma_window,buffer,entry_persistence,exit_persistence,confirmation_price,start,end,final_equity,total_return,cagr,sharpe,calmar,max_drawdown,fee_drag,fee_only_drag,slippage_drag,turnover,rebalances,avg_exposure
Distance buffer 4H corrected,4h,750,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,31371.08886674586,2.137108886674586,0.43796342701414925,1.236264709983056,2.1068065106026417,-0.2078802323849246,0.1076546108563915,0.0861236886851132,0.0215309221712783,26.0,26,0.5423951048951049
Distance buffer 4H corrected,4h,800,0.03,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30754.58949035383,2.075458949035383,0.42892478141297175,1.2167924458436195,1.9579108429747474,-0.2190726829835039,0.19357903891685238,0.15486323113348188,0.03871580778337047,36.0,36,0.5533216783216783
Distance buffer 4H corrected,4h,800,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28473.849163779756,1.8473849163779756,0.3943696046273,1.1511226862620747,1.84978636899587,-0.2131973784850506,0.14401888370151184,0.11521510696120947,0.028803776740302368,30.0,30,0.5442890442890443
Distance buffer 4H corrected,4h,750,0.035,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28431.12957945851,1.8431129579458507,0.39370463861936056,1.1462032237086652,1.802906316213783,-0.2183722110676084,0.3576476694058815,0.2861181355247052,0.0715295338811763,76.0,76,0.5416666666666666
Distance buffer 4H corrected,4h,750,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29232.497612762545,1.9232497612762547,0.40606684721346853,1.1668266829839546,1.802343995904837,-0.22529930364908468,0.13971593115853087,0.11177274492682472,0.02794318623170618,32.0,32,0.5527389277389277
Distance buffer 4H corrected,4h,750,0.035,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29471.23409079477,1.947123409079477,0.40970491645239626,1.1789013341975194,1.7803795399682887,-0.23012223363322504,0.15785053468653668,0.12628042774922935,0.031570106937307336,38.0,38,0.5421037296037297
Distance buffer 4H corrected,4h,700,0.035,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,28448.614522435564,1.8448614522435562,0.3939768887149524,1.151343838764087,1.7679572212538093,-0.22284299867592372,0.14222601494273013,0.11378081195418409,0.028445202988546022,33.0,33,0.525495337995338
Distance buffer 4H corrected,4h,700,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29264.86442654516,1.9264864426545159,0.40656126524979386,1.174413737202801,1.7671168024298454,-0.23007039754857084,0.169997002279006,0.13599760182320478,0.033999400455801194,39.0,39,0.5412296037296037
Distance buffer 4H corrected,4h,800,0.03,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,31011.443262993285,2.1011443262993286,0.43270546467657023,1.2227969447386484,1.762477888912277,-0.24550972661768644,0.16254349290556871,0.13003479432445497,0.03250869858111374,30.0,30,0.5531759906759907
Distance buffer 4H corrected,4h,800,0.025,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,30143.526638999996,2.0143526638999996,0.4198430121242753,1.1948111853942782,1.7492875124766547,-0.2400080084776106,0.14160831114138925,0.11328664891311141,0.028321662228277852,32.0,32,0.5657051282051282
Distance buffer 4H corrected,4h,750,0.03,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29579.99371178488,1.957999371178488,0.41135562304627027,1.1797050920636787,1.7432526174104837,-0.23597017376478624,0.22115863385546855,0.17692690708437486,0.044231726771093716,50.0,50,0.5517191142191142
Distance buffer 4H corrected,4h,750,0.025,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,27584.116052809626,1.7584116052809624,0.38037705565075286,1.1104029046353092,1.7363052776388213,-0.21907268298350313,0.16017828753722468,0.12814263002977974,0.032035657507444935,36.0,36,0.5667249417249417
Distance buffer 4H corrected,4h,800,0.035,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29372.678163269462,1.9372678163269463,0.40820548353678165,1.1770665090335866,1.7205438530277353,-0.2372537513754387,0.2859400916508486,0.2287520733206789,0.057188018330169725,52.0,52,0.5447261072261073
Distance buffer 4H corrected,4h,700,0.025,3,3,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29087.13390611671,1.9087133906116711,0.4038417320100509,1.1619830335867087,1.7012731675226105,-0.23737618374251102,0.1904494977429662,0.15235959819437297,0.038089899548593244,41.0,41,0.5600233100233101
Distance buffer 4H corrected,4h,700,0.035,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,27515.977995814465,1.7515977995814462,0.37929284660560114,1.1200870489993568,1.6954787919481837,-0.22370839930694508,0.20922179991083084,0.16737743992866466,0.041844359982166165,49.0,49,0.5260780885780886
Distance buffer 4H corrected,4h,700,0.025,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,29271.799978382383,1.9271799978382385,0.4066671604643073,1.1683440977718,1.6705536802199201,-0.2434325608805169,0.2501938656757189,0.2001550925405751,0.05003877313514377,53.0,53,0.5585664335664335
Distance buffer 4H corrected,4h,800,0.035,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,27181.34910635739,1.7181349106357389,0.3739414928421143,1.1078687526923172,1.6519840259295133,-0.22635902464717272,0.16793451042891447,0.1343476083431316,0.0335869020857829,34.0,34,0.5448717948717948
Distance buffer 4H corrected,4h,800,0.025,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,27894.46472392641,1.7894464723926409,0.3852923232474983,1.1230377783320844,1.5562507940772912,-0.24757727013783792,0.2823794791944805,0.2259035833555844,0.0564758958388961,56.0,56,0.5664335664335665
Distance buffer 4H corrected,4h,750,0.025,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,26761.512802750392,1.6761512802750391,0.3671635507577897,1.0819597827023018,1.549713107904804,-0.2369235627452303,0.22869515590711004,0.18295612472568804,0.04573903118142201,48.0,48,0.566579254079254
Distance buffer 4H corrected,4h,700,0.025,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25939.456974262426,1.5939456974262427,0.35367901265261303,1.0573335572537914,1.5037607557221597,-0.23519633113630745,0.47147070910316696,0.37717656728253357,0.09429414182063339,103.0,103,0.557983682983683
Distance buffer 4H corrected,4h,700,0.03,2,2,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,27136.779403169552,1.713677940316955,0.37322535214827535,1.1041977445014235,1.4680102513681068,-0.25423892769171696,0.23534918250873507,0.18827934600698806,0.047069836501747016,57.0,57,0.5412296037296037
Distance buffer 4H corrected,4h,700,0.03,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,26242.53620972847,1.6242536209728469,0.3586840349200209,1.0731546096836821,1.3861836724346068,-0.25875649962753533,0.4504791883866408,0.36038335070931266,0.09009583767732816,107.0,107,0.5421037296037297
Distance buffer 4H corrected,4h,750,0.03,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25835.13585830474,1.5835135858304739,0.3519470356671379,1.053880225908442,1.3376355070547092,-0.26311131381528385,0.387010038231868,0.30960803058549446,0.07740200764637362,94.0,94,0.5523018648018648
Distance buffer 4H corrected,4h,750,0.025,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25273.782032464485,1.5273782032464487,0.34254437438805296,1.0291930004148624,1.2995390563858706,-0.26358913393545724,0.4391316389727501,0.3513053111782001,0.08782632779455002,94.0,94,0.5661421911421911
Distance buffer 4H corrected,4h,700,0.035,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,25455.2994111095,1.5455299411109498,0.34560023676932916,1.0477581506174172,1.2179306558721699,-0.2837601920134296,0.35274854409670775,0.2821988352773662,0.07054970881934156,91.0,91,0.5266608391608392
Distance buffer 4H corrected,4h,800,0.03,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,26178.236977225533,1.6178236977225535,0.3576255123864571,1.0654751818399055,1.2017332498342774,-0.29759142674613914,0.3964628336660446,0.3171702669328356,0.0792925667332089,74.0,74,0.5546328671328671
Distance buffer 4H corrected,4h,800,0.025,1,1,close,2023-02-23 20:00:00+00:00,2026-04-18 12:00:00+00:00,24245.23419319838,1.4245234193198377,0.32493966888784964,0.9929395292067145,1.116898959685835,-0.29093022790463496,0.4562709045194123,0.36501672361552984,0.09125418090388246,96.0,96,0.5664335664335665
