trade_id,signal_entry_date,execution_entry_date,signal_exit_date,execution_exit_date,entry_price_signal,entry_price_execution,exit_price_signal,exit_price_execution,gross_return,net_return,holding_bars,holding_days,fees_paid,slippage_paid
1,2019-07-10 00:00:00+00:00,2019-07-11 00:00:00+00:00,2019-08-29 00:00:00+00:00,2019-08-30 00:00:00+00:00,10783.0,10097.0,8570.7,8734.4,-0.1349509755372883,-0.13926543451216467,50,50.0,0.004,0.001
2,2019-08-30 00:00:00+00:00,2019-08-31 00:00:00+00:00,2019-09-18 00:00:00+00:00,2019-09-19 00:00:00+00:00,8734.4,8771.7,9206.8,9311.4,0.06152741201819478,0.0562330109607474,19,19.0,0.004,0.001
3,2019-09-19 00:00:00+00:00,2019-09-20 00:00:00+00:00,2019-09-20 00:00:00+00:00,2019-09-21 00:00:00+00:00,9311.4,9228.1,9228.1,9053.8,-0.018887961768944916,-0.023781288642915177,1,1.0,0.004,0.001
4,2020-01-14 00:00:00+00:00,2020-01-15 00:00:00+00:00,2020-02-29 00:00:00+00:00,2020-03-01 00:00:00+00:00,7939.7,7901.8,7750.0,7722.6,-0.02267837707864029,-0.027552799138098383,46,46.0,0.004,0.001
5,2020-03-02 00:00:00+00:00,2020-03-03 00:00:00+00:00,2020-03-08 00:00:00+00:00,2020-03-09 00:00:00+00:00,8006.8,7847.4,7068.9,6963.3,-0.1126615184647144,-0.11708714680154864,6,6.0,0.004,0.001
6,2020-04-29 00:00:00+00:00,2020-04-30 00:00:00+00:00,2020-09-03 00:00:00+00:00,2020-09-04 00:00:00+00:00,8075.6,7873.3,8623.7,8853.8,0.1245348202151575,0.11892616774525644,127,127.0,0.004,0.001
7,2020-09-15 00:00:00+00:00,2020-09-16 00:00:00+00:00,2020-09-21 00:00:00+00:00,2020-09-22 00:00:00+00:00,9117.4,9291.4,8875.6,9004.6,-0.030867253589340615,-0.03570083337193719,6,6.0,0.004,0.001
8,2020-09-24 00:00:00+00:00,2020-09-25 00:00:00+00:00,2020-09-28 00:00:00+00:00,2020-09-29 00:00:00+00:00,9193.4,9193.7,9163.6,9240.3,0.005068688340928995,5.587692775743669e-05,4,4.0,0.004,0.001
9,2020-09-29 00:00:00+00:00,2020-09-30 00:00:00+00:00,2020-10-01 00:00:00+00:00,2020-10-02 00:00:00+00:00,9240.3,9201.6,9051.9,9023.5,-0.019355329507911745,-0.024246325370715027,2,2.0,0.004,0.001
10,2020-10-08 00:00:00+00:00,2020-10-09 00:00:00+00:00,2021-05-12 00:00:00+00:00,2021-05-13 00:00:00+00:00,9288.7,9361.1,41088.0,41240.0,3.4054651696915963,3.383492774830292,215,215.0,0.004,0.001
11,2021-08-07 00:00:00+00:00,2021-08-08 00:00:00+00:00,2021-12-04 00:00:00+00:00,2021-12-05 00:00:00+00:00,37834.0,37270.0,44054.0,44022.0,0.18116447544942305,0.17527338080877786,119,119.0,0.004,0.001
12,2022-03-26 00:00:00+00:00,2022-03-27 00:00:00+00:00,2022-04-06 00:00:00+00:00,2022-04-07 00:00:00+00:00,40585.0,42669.0,39609.0,39980.0,-0.06301999109423706,-0.06769320809626078,11,11.0,0.004,0.001
13,2022-04-07 00:00:00+00:00,2022-04-08 00:00:00+00:00,2022-04-08 00:00:00+00:00,2022-04-09 00:00:00+00:00,39980.0,38893.0,38893.0,39370.0,0.01226441776155096,0.007215717423588286,1,1.0,0.004,0.001
14,2023-01-14 00:00:00+00:00,2023-01-15 00:00:00+00:00,2023-03-10 00:00:00+00:00,2023-03-11 00:00:00+00:00,19347.0,19277.0,18989.0,19219.0,-0.0030087669243139548,-0.00798129177755913,55,55.0,0.004,0.001
15,2023-03-11 00:00:00+00:00,2023-03-12 00:00:00+00:00,2023-05-24 00:00:00+00:00,2023-05-25 00:00:00+00:00,19219.0,20665.0,24500.0,24695.0,0.1950157270747641,0.1890555488848651,74,74.0,0.004,0.001
16,2023-05-25 00:00:00+00:00,2023-05-26 00:00:00+00:00,2023-06-05 00:00:00+00:00,2023-06-06 00:00:00+00:00,24695.0,24910.0,24080.0,25443.0,0.021397029305499693,0.016302779782779275,11,11.0,0.004,0.001
17,2023-06-06 00:00:00+00:00,2023-06-07 00:00:00+00:00,2023-06-07 00:00:00+00:00,2023-06-08 00:00:00+00:00,25443.0,24609.0,24609.0,24571.0,-0.001544150514039555,-0.006523980187286171,1,1.0,0.004,0.001
18,2023-06-20 00:00:00+00:00,2023-06-21 00:00:00+00:00,2023-07-18 00:00:00+00:00,2023-07-19 00:00:00+00:00,25901.0,27237.0,26620.0,26707.0,-0.0194588243932885,-0.024349304072124878,28,28.0,0.004,0.001
19,2023-07-21 00:00:00+00:00,2023-07-22 00:00:00+00:00,2023-07-22 00:00:00+00:00,2023-07-23 00:00:00+00:00,26898.0,26799.0,26799.0,27061.0,0.009776484197171476,0.004740192505415131,1,1.0,0.004,0.001
20,2023-07-23 00:00:00+00:00,2023-07-25 00:00:00+00:00,2023-07-25 00:00:00+00:00,2023-07-26 00:00:00+00:00,27061.0,26463.0,26463.0,26495.0,0.001209235536409281,-0.0037843267355925914,1,1.0,0.004,0.001
21,2023-08-01 00:00:00+00:00,2023-08-02 00:00:00+00:00,2023-08-02 00:00:00+00:00,2023-08-03 00:00:00+00:00,26941.0,26630.0,26630.0,26658.0,0.0010514457378896225,-0.003941329552573425,1,1.0,0.004,0.001
22,2023-08-08 00:00:00+00:00,2023-08-09 00:00:00+00:00,2023-08-09 00:00:00+00:00,2023-08-10 00:00:00+00:00,27130.0,26921.0,26921.0,26799.0,-0.004531778165744238,-0.009496706952947354,1,1.0,0.004,0.001
23,2023-10-16 00:00:00+00:00,2023-10-17 00:00:00+00:00,2024-06-18 00:00:00+00:00,2024-06-19 00:00:00+00:00,27003.0,26885.0,60670.0,60485.0,1.2497675283615397,1.2385467426839267,246,246.0,0.004,0.001
24,2024-07-21 00:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07-22 00:00:00+00:00,2024-07-23 00:00:00+00:00,62429.0,62008.0,62008.0,60773.0,-0.019916784930976594,-0.02480498051735569,1,1.0,0.004,0.001
25,2024-07-26 00:00:00+00:00,2024-07-27 00:00:00+00:00,2024-07-29 00:00:00+00:00,2024-07-30 00:00:00+00:00,62522.0,62431.0,61726.0,61183.0,-0.01999006903621603,-0.024877899115835822,3,3.0,0.004,0.001
26,2024-09-27 00:00:00+00:00,2024-09-28 00:00:00+00:00,2024-09-29 00:00:00+00:00,2024-09-30 00:00:00+00:00,58929.0,58977.0,58745.0,56847.0,-0.036115773945775476,-0.040923176569487296,2,2.0,0.004,0.001
27,2024-10-14 00:00:00+00:00,2024-10-15 00:00:00+00:00,2025-02-24 00:00:00+00:00,2025-02-25 00:00:00+00:00,60292.0,61524.0,87535.0,84300.0,0.37019699629412917,0.3633630960632357,133,133.0,0.004,0.001
28,2025-05-08 00:00:00+00:00,2025-05-09 00:00:00+00:00,2025-08-24 00:00:00+00:00,2025-08-25 00:00:00+00:00,91867.0,91467.0,96827.0,94847.0,0.036953218100517216,0.03178138160126287,108,108.0,0.004,0.001
29,2025-09-12 00:00:00+00:00,2025-09-13 00:00:00+00:00,2025-09-13 00:00:00+00:00,2025-09-14 00:00:00+00:00,98845.0,98539.0,98539.0,98366.0,-0.001755650047189472,-0.006734424859921484,1,1.0,0.004,0.001
30,2025-09-18 00:00:00+00:00,2025-09-19 00:00:00+00:00,2025-09-19 00:00:00+00:00,2025-09-20 00:00:00+00:00,99350.0,98555.0,98555.0,98620.0,0.0006595302115570689,-0.0043312903880017295,1,1.0,0.004,0.001
31,2025-10-01 00:00:00+00:00,2025-10-02 00:00:00+00:00,2025-10-10 00:00:00+00:00,2025-10-11 00:00:00+00:00,101049.0,102818.0,98453.0,96855.0,-0.057995681689976486,-0.0626939575917721,9,9.0,0.004,0.001
